marital,postlife,age,happy,income
never married,,22.0,very happy,"$15,000 to $19,999"
married,yes,35.0,,"$25,000 or more"
married,yes,46.0,very happy,"$25,000 or more"
married,yes,34.0,very happy,"$25,000 or more"
married,yes,39.0,very happy,"$25,000 or more"
married,,31.0,very happy,"$25,000 or more"
widowed,no,67.0,not too happy,"$25,000 or more"
divorced,no,24.0,very happy,"$25,000 or more"
widowed,,51.0,not too happy,"$6,000 to $6,999"
never married,,37.0,pretty happy,"$10,000 to $14,999"
never married,yes,34.0,very happy,"$15,000 to $19,999"
never married,,29.0,pretty happy,"under $1,000"
never married,no,21.0,pretty happy,"$10,000 to $14,999"
married,,51.0,very happy,"$25,000 or more"
never married,,32.0,pretty happy,"$15,000 to $19,999"
never married,yes,20.0,pretty happy,"$7,000 to $7,999"
married,,47.0,pretty happy,"$25,000 or more"
never married,yes,27.0,not too happy,"$10,000 to $14,999"
never married,yes,20.0,very happy,"$5,000 to $5,999"
never married,no,21.0,very happy,"$5,000 to $5,999"
never married,,24.0,pretty happy,
never married,yes,21.0,pretty happy,"$1,000 to $2,999"
married,yes,29.0,very happy,"$25,000 or more"
married,yes,23.0,pretty happy,"$20,000 to $24,999"
married,no,36.0,pretty happy,"$25,000 or more"
married,,59.0,pretty happy,"$25,000 or more"
separated,yes,35.0,pretty happy,"$15,000 to $19,999"
married,,56.0,very happy,"$25,000 or more"
married,yes,65.0,pretty happy,"$25,000 or more"
married,yes,40.0,pretty happy,"$25,000 or more"
divorced,yes,36.0,pretty happy,"$15,000 to $19,999"
never married,yes,22.0,pretty happy,"$10,000 to $14,999"
never married,yes,25.0,pretty happy,"$8,000 to $9,999"
married,no,38.0,very happy,"$25,000 or more"
divorced,,41.0,pretty happy,"$25,000 or more"
never married,yes,34.0,pretty happy,"$20,000 to $24,999"
never married,,37.0,not too happy,"$6,000 to $6,999"
widowed,yes,77.0,pretty happy,"$6,000 to $6,999"
never married,,73.0,pretty happy,"$15,000 to $19,999"
never married,yes,22.0,pretty happy,"under $1,000"
married,no,53.0,very happy,"$25,000 or more"
never married,,22.0,pretty happy,"under $1,000"
never married,,20.0,very happy,"under $1,000"
divorced,yes,41.0,pretty happy,"$25,000 or more"
married,,44.0,pretty happy,"$25,000 or more"
married,yes,29.0,pretty happy,"$25,000 or more"
divorced,no,31.0,pretty happy,"$10,000 to $14,999"
married,yes,24.0,very happy,"$20,000 to $24,999"
married,,44.0,very happy,"$15,000 to $19,999"
married,yes,22.0,pretty happy,"$25,000 or more"
divorced,,34.0,pretty happy,
married,yes,32.0,pretty happy,"$25,000 or more"
widowed,yes,52.0,pretty happy,"$8,000 to $9,999"
never married,yes,31.0,pretty happy,"$20,000 to $24,999"
never married,yes,26.0,pretty happy,"$25,000 or more"
married,yes,46.0,very happy,"$20,000 to $24,999"
married,,31.0,pretty happy,"$20,000 to $24,999"
separated,,53.0,not too happy,"$10,000 to $14,999"
married,,67.0,very happy,"$7,000 to $7,999"
married,yes,54.0,pretty happy,"$10,000 to $14,999"
divorced,yes,49.0,pretty happy,"$10,000 to $14,999"
married,yes,35.0,very happy,"$20,000 to $24,999"
married,,25.0,pretty happy,
married,,31.0,pretty happy,"$25,000 or more"
married,yes,48.0,pretty happy,"$25,000 or more"
married,,27.0,very happy,"$7,000 to $7,999"
married,yes,27.0,very happy,"$10,000 to $14,999"
married,yes,22.0,very happy,"$20,000 to $24,999"
married,yes,25.0,very happy,"$15,000 to $19,999"
married,yes,30.0,pretty happy,"$3,000 to $3,999"
married,,24.0,pretty happy,"$15,000 to $19,999"
married,yes,31.0,very happy,"$5,000 to $5,999"
married,yes,26.0,very happy,"$25,000 or more"
married,yes,26.0,very happy,"$15,000 to $19,999"
divorced,yes,48.0,pretty happy,"$15,000 to $19,999"
married,yes,74.0,pretty happy,"$10,000 to $14,999"
married,,45.0,,
married,yes,32.0,pretty happy,"$15,000 to $19,999"
married,yes,47.0,very happy,"$25,000 or more"
married,yes,47.0,very happy,"$25,000 or more"
married,,46.0,very happy,"$25,000 or more"
never married,,27.0,pretty happy,"$25,000 or more"
married,,51.0,pretty happy,
married,,73.0,pretty happy,
married,,57.0,pretty happy,"$8,000 to $9,999"
married,yes,38.0,pretty happy,"$25,000 or more"
married,,48.0,very happy,"$25,000 or more"
married,yes,35.0,not too happy,"$25,000 or more"
never married,,41.0,pretty happy,
married,yes,28.0,very happy,"$25,000 or more"
married,yes,26.0,pretty happy,"$20,000 to $24,999"
widowed,yes,62.0,pretty happy,"$7,000 to $7,999"
divorced,,72.0,pretty happy,"$10,000 to $14,999"
married,yes,69.0,pretty happy,"$10,000 to $14,999"
divorced,,59.0,pretty happy,"$7,000 to $7,999"
never married,,25.0,pretty happy,"$10,000 to $14,999"
married,no,26.0,very happy,"$20,000 to $24,999"
married,yes,38.0,very happy,
married,yes,44.0,pretty happy,"$15,000 to $19,999"
married,,32.0,pretty happy,"$20,000 to $24,999"
married,,76.0,pretty happy,"$10,000 to $14,999"
married,no,22.0,very happy,"$10,000 to $14,999"
married,,43.0,very happy,"$20,000 to $24,999"
never married,yes,71.0,very happy,"$20,000 to $24,999"
divorced,,30.0,very happy,"$10,000 to $14,999"
married,,40.0,very happy,"$25,000 or more"
married,yes,40.0,very happy,"$25,000 or more"
divorced,,33.0,pretty happy,"$10,000 to $14,999"
married,,39.0,very happy,"$25,000 or more"
never married,,25.0,pretty happy,"$25,000 or more"
divorced,,30.0,,"$6,000 to $6,999"
divorced,,33.0,pretty happy,"$1,000 to $2,999"
widowed,no,73.0,pretty happy,"$6,000 to $6,999"
widowed,yes,69.0,pretty happy,"$4,000 to $4,999"
married,yes,33.0,very happy,"$25,000 or more"
widowed,yes,68.0,pretty happy,"$8,000 to $9,999"
married,,43.0,pretty happy,"$25,000 or more"
widowed,yes,74.0,very happy,"$25,000 or more"
never married,,20.0,very happy,"$25,000 or more"
widowed,yes,89.0,pretty happy,"$15,000 to $19,999"
never married,yes,29.0,pretty happy,"$20,000 to $24,999"
divorced,,56.0,pretty happy,
widowed,yes,76.0,not too happy,
never married,,18.0,not too happy,"$1,000 to $2,999"
married,yes,48.0,pretty happy,"$25,000 or more"
married,,40.0,pretty happy,"$25,000 or more"
married,,28.0,very happy,"$25,000 or more"
never married,,19.0,pretty happy,"$8,000 to $9,999"
divorced,no,69.0,pretty happy,"$4,000 to $4,999"
divorced,yes,56.0,pretty happy,"$3,000 to $3,999"
never married,yes,33.0,pretty happy,"$15,000 to $19,999"
divorced,no,29.0,pretty happy,"$6,000 to $6,999"
never married,,28.0,very happy,"$20,000 to $24,999"
widowed,,88.0,pretty happy,
married,,67.0,not too happy,"$25,000 or more"
widowed,,42.0,pretty happy,"$10,000 to $14,999"
divorced,yes,61.0,pretty happy,"$10,000 to $14,999"
widowed,yes,59.0,very happy,"$10,000 to $14,999"
married,yes,32.0,pretty happy,"$25,000 or more"
divorced,,27.0,pretty happy,"$8,000 to $9,999"
married,,52.0,very happy,"$15,000 to $19,999"
divorced,yes,61.0,very happy,"$15,000 to $19,999"
married,yes,55.0,pretty happy,"$25,000 or more"
married,,36.0,pretty happy,"$25,000 or more"
married,yes,32.0,pretty happy,"$25,000 or more"
never married,yes,30.0,pretty happy,"$25,000 or more"
married,,62.0,very happy,"$25,000 or more"
married,no,44.0,not too happy,"$20,000 to $24,999"
widowed,yes,73.0,pretty happy,"$7,000 to $7,999"
married,,29.0,pretty happy,"$25,000 or more"
never married,,20.0,pretty happy,
divorced,,25.0,not too happy,"$3,000 to $3,999"
never married,,20.0,pretty happy,"$7,000 to $7,999"
married,yes,52.0,pretty happy,"$25,000 or more"
married,yes,46.0,pretty happy,"$20,000 to $24,999"
married,yes,26.0,pretty happy,"$25,000 or more"
married,yes,29.0,pretty happy,"$25,000 or more"
separated,yes,34.0,pretty happy,"$15,000 to $19,999"
divorced,yes,41.0,pretty happy,"$10,000 to $14,999"
never married,yes,32.0,pretty happy,"$25,000 or more"
married,,40.0,pretty happy,"$25,000 or more"
married,,57.0,pretty happy,"$25,000 or more"
married,yes,36.0,pretty happy,"$25,000 or more"
widowed,,62.0,pretty happy,"$10,000 to $14,999"
widowed,,72.0,very happy,"$25,000 or more"
never married,no,35.0,pretty happy,"$25,000 or more"
married,,79.0,pretty happy,"$5,000 to $5,999"
separated,yes,77.0,pretty happy,"$3,000 to $3,999"
married,,69.0,pretty happy,"$25,000 or more"
married,no,27.0,very happy,"$25,000 or more"
married,yes,39.0,pretty happy,"$25,000 or more"
never married,yes,32.0,pretty happy,"$5,000 to $5,999"
married,yes,70.0,pretty happy,"$20,000 to $24,999"
married,yes,33.0,pretty happy,"$15,000 to $19,999"
never married,yes,27.0,pretty happy,"$20,000 to $24,999"
divorced,,38.0,very happy,"$25,000 or more"
never married,,22.0,very happy,"$10,000 to $14,999"
never married,no,25.0,very happy,"$1,000 to $2,999"
widowed,,66.0,pretty happy,"$5,000 to $5,999"
widowed,yes,81.0,pretty happy,
married,,26.0,very happy,"$20,000 to $24,999"
married,no,40.0,very happy,"$25,000 or more"
widowed,yes,85.0,pretty happy,"$4,000 to $4,999"
widowed,yes,88.0,very happy,"$8,000 to $9,999"
widowed,,81.0,pretty happy,"$6,000 to $6,999"
married,,77.0,pretty happy,"$25,000 or more"
widowed,yes,80.0,pretty happy,"$4,000 to $4,999"
married,yes,47.0,pretty happy,"$20,000 to $24,999"
never married,,43.0,not too happy,"$10,000 to $14,999"
widowed,,74.0,pretty happy,
married,,51.0,pretty happy,"$15,000 to $19,999"
married,no,84.0,very happy,"$10,000 to $14,999"
married,yes,69.0,very happy,"$25,000 or more"
never married,,29.0,pretty happy,
married,yes,54.0,pretty happy,"$25,000 or more"
married,yes,29.0,very happy,"$10,000 to $14,999"
divorced,yes,31.0,pretty happy,"$25,000 or more"
divorced,,28.0,very happy,"$15,000 to $19,999"
divorced,no,30.0,pretty happy,"$25,000 or more"
divorced,yes,31.0,very happy,
married,yes,57.0,very happy,"$25,000 or more"
married,,41.0,very happy,"$25,000 or more"
widowed,,83.0,very happy,
married,no,58.0,pretty happy,"$25,000 or more"
widowed,yes,83.0,pretty happy,"$6,000 to $6,999"
married,yes,51.0,very happy,"$25,000 or more"
married,yes,43.0,not too happy,"$15,000 to $19,999"
married,yes,38.0,pretty happy,"$25,000 or more"
never married,yes,24.0,pretty happy,"$20,000 to $24,999"
never married,,24.0,very happy,"$4,000 to $4,999"
widowed,,89.0,pretty happy,"$10,000 to $14,999"
widowed,yes,89.0,pretty happy,
married,,44.0,pretty happy,"$25,000 or more"
never married,yes,83.0,pretty happy,"$15,000 to $19,999"
divorced,yes,43.0,pretty happy,"$25,000 or more"
widowed,yes,81.0,pretty happy,
widowed,,79.0,pretty happy,"$10,000 to $14,999"
married,yes,50.0,very happy,"$25,000 or more"
married,yes,33.0,very happy,"$20,000 to $24,999"
married,yes,37.0,pretty happy,"$7,000 to $7,999"
widowed,no,68.0,pretty happy,"$10,000 to $14,999"
married,yes,81.0,very happy,"$20,000 to $24,999"
widowed,,74.0,pretty happy,"$8,000 to $9,999"
married,no,48.0,pretty happy,"$15,000 to $19,999"
married,no,84.0,pretty happy,"$10,000 to $14,999"
married,,53.0,pretty happy,"$25,000 or more"
divorced,,40.0,pretty happy,"$10,000 to $14,999"
married,no,72.0,very happy,"$20,000 to $24,999"
never married,,89.0,not too happy,"$7,000 to $7,999"
married,yes,43.0,pretty happy,"$25,000 or more"
married,yes,41.0,pretty happy,"$25,000 or more"
married,yes,37.0,very happy,"$15,000 to $19,999"
never married,,19.0,pretty happy,"$25,000 or more"
divorced,yes,69.0,pretty happy,"$20,000 to $24,999"
never married,yes,23.0,pretty happy,"$25,000 or more"
divorced,,34.0,pretty happy,"$15,000 to $19,999"
married,yes,37.0,not too happy,"$25,000 or more"
married,yes,36.0,pretty happy,"$25,000 or more"
married,yes,53.0,very happy,"$25,000 or more"
married,no,75.0,pretty happy,"$25,000 or more"
married,yes,59.0,very happy,"$25,000 or more"
never married,no,21.0,pretty happy,"$25,000 or more"
married,yes,44.0,pretty happy,"$25,000 or more"
never married,yes,25.0,pretty happy,"$5,000 to $5,999"
married,,78.0,very happy,"$15,000 to $19,999"
widowed,,89.0,very happy,
married,yes,38.0,very happy,"$15,000 to $19,999"
married,yes,29.0,pretty happy,"$25,000 or more"
married,,30.0,pretty happy,"$25,000 or more"
married,,45.0,not too happy,"$25,000 or more"
married,,34.0,very happy,"$15,000 to $19,999"
married,,74.0,pretty happy,"$10,000 to $14,999"
widowed,,85.0,pretty happy,"$4,000 to $4,999"
separated,,42.0,pretty happy,"$10,000 to $14,999"
separated,no,24.0,pretty happy,"$7,000 to $7,999"
married,,63.0,pretty happy,"$6,000 to $6,999"
separated,no,35.0,pretty happy,"$10,000 to $14,999"
widowed,yes,55.0,pretty happy,
married,yes,50.0,very happy,"$25,000 or more"
widowed,yes,77.0,very happy,"$15,000 to $19,999"
widowed,yes,61.0,not too happy,"$5,000 to $5,999"
divorced,yes,45.0,pretty happy,"$15,000 to $19,999"
married,yes,50.0,very happy,"$20,000 to $24,999"
married,yes,45.0,pretty happy,"$10,000 to $14,999"
married,no,29.0,very happy,"$25,000 or more"
married,no,46.0,pretty happy,"$25,000 or more"
married,,57.0,very happy,"$20,000 to $24,999"
never married,yes,26.0,pretty happy,"$25,000 or more"
married,,30.0,very happy,"$15,000 to $19,999"
never married,,67.0,pretty happy,"$3,000 to $3,999"
married,,25.0,pretty happy,"$20,000 to $24,999"
widowed,yes,74.0,pretty happy,"$10,000 to $14,999"
married,,28.0,very happy,"$25,000 or more"
married,,29.0,very happy,"$25,000 or more"
married,yes,72.0,very happy,"$25,000 or more"
never married,yes,23.0,very happy,"$6,000 to $6,999"
married,,49.0,very happy,"$25,000 or more"
never married,,27.0,pretty happy,"$15,000 to $19,999"
married,,27.0,not too happy,"$8,000 to $9,999"
divorced,yes,38.0,pretty happy,"$15,000 to $19,999"
never married,yes,32.0,pretty happy,"$5,000 to $5,999"
divorced,yes,49.0,not too happy,"$10,000 to $14,999"
married,yes,41.0,very happy,"$25,000 or more"
divorced,yes,51.0,pretty happy,
married,no,21.0,very happy,"$10,000 to $14,999"
widowed,yes,80.0,very happy,"$15,000 to $19,999"
married,yes,42.0,pretty happy,"$10,000 to $14,999"
married,yes,45.0,very happy,
divorced,yes,28.0,very happy,"$10,000 to $14,999"
married,,45.0,pretty happy,"$6,000 to $6,999"
divorced,,39.0,not too happy,"$3,000 to $3,999"
married,yes,20.0,pretty happy,"$25,000 or more"
married,yes,63.0,very happy,"$25,000 or more"
married,yes,23.0,very happy,"$10,000 to $14,999"
married,,41.0,not too happy,"$25,000 or more"
married,yes,22.0,not too happy,"$15,000 to $19,999"
married,yes,40.0,not too happy,"$25,000 or more"
separated,yes,37.0,pretty happy,
married,yes,43.0,very happy,"$25,000 or more"
married,yes,35.0,pretty happy,"$25,000 or more"
divorced,no,38.0,pretty happy,"$5,000 to $5,999"
married,,78.0,very happy,"$20,000 to $24,999"
married,,67.0,pretty happy,
widowed,yes,68.0,pretty happy,"$10,000 to $14,999"
married,,79.0,not too happy,"$10,000 to $14,999"
married,yes,52.0,pretty happy,"$20,000 to $24,999"
married,yes,25.0,pretty happy,"$15,000 to $19,999"
widowed,yes,36.0,pretty happy,
married,yes,41.0,pretty happy,"$25,000 or more"
married,,64.0,pretty happy,
divorced,,45.0,pretty happy,"$10,000 to $14,999"
widowed,yes,75.0,pretty happy,"$10,000 to $14,999"
married,yes,36.0,pretty happy,"$25,000 or more"
married,,67.0,very happy,"$15,000 to $19,999"
widowed,,70.0,very happy,"$10,000 to $14,999"
widowed,yes,83.0,not too happy,
divorced,,36.0,pretty happy,"$10,000 to $14,999"
widowed,yes,61.0,pretty happy,"$10,000 to $14,999"
divorced,yes,28.0,pretty happy,"$25,000 or more"
married,no,30.0,pretty happy,"$25,000 or more"
never married,yes,30.0,pretty happy,"$20,000 to $24,999"
never married,,23.0,very happy,"$25,000 or more"
divorced,yes,42.0,pretty happy,"$25,000 or more"
married,yes,65.0,pretty happy,"$25,000 or more"
married,,34.0,very happy,"$25,000 or more"
married,yes,73.0,pretty happy,"$25,000 or more"
married,yes,28.0,very happy,"$25,000 or more"
married,yes,29.0,pretty happy,"$10,000 to $14,999"
never married,yes,54.0,pretty happy,"$10,000 to $14,999"
married,yes,48.0,not too happy,"$8,000 to $9,999"
divorced,,53.0,not too happy,"$5,000 to $5,999"
divorced,yes,45.0,pretty happy,"$8,000 to $9,999"
married,,60.0,pretty happy,"$25,000 or more"
married,yes,60.0,very happy,"$5,000 to $5,999"
widowed,no,89.0,pretty happy,"$5,000 to $5,999"
married,,46.0,very happy,"$15,000 to $19,999"
married,,58.0,pretty happy,"$4,000 to $4,999"
married,yes,33.0,pretty happy,"$25,000 or more"
never married,yes,25.0,pretty happy,"$25,000 or more"
divorced,,39.0,pretty happy,"$8,000 to $9,999"
married,yes,28.0,pretty happy,"$15,000 to $19,999"
married,yes,36.0,very happy,"$25,000 or more"
widowed,,74.0,pretty happy,"$6,000 to $6,999"
married,yes,44.0,pretty happy,"$25,000 or more"
married,yes,47.0,very happy,"$25,000 or more"
divorced,,38.0,pretty happy,"$20,000 to $24,999"
married,yes,38.0,pretty happy,"$25,000 or more"
married,,33.0,very happy,"$25,000 or more"
married,,48.0,pretty happy,"$25,000 or more"
married,,44.0,pretty happy,"$25,000 or more"
married,,42.0,very happy,"$25,000 or more"
married,yes,65.0,very happy,"$10,000 to $14,999"
married,,49.0,pretty happy,"$25,000 or more"
married,yes,43.0,very happy,"$25,000 or more"
widowed,yes,58.0,pretty happy,"$8,000 to $9,999"
married,yes,31.0,pretty happy,"$4,000 to $4,999"
never married,yes,21.0,not too happy,"$25,000 or more"
married,,43.0,pretty happy,"$25,000 or more"
married,,56.0,very happy,"$25,000 or more"
married,,58.0,pretty happy,"$10,000 to $14,999"
married,yes,58.0,pretty happy,"$25,000 or more"
married,,35.0,very happy,
married,,39.0,very happy,"$8,000 to $9,999"
never married,yes,86.0,pretty happy,
married,,64.0,very happy,
married,,43.0,very happy,"$5,000 to $5,999"
widowed,,59.0,not too happy,"$4,000 to $4,999"
widowed,yes,68.0,very happy,"$4,000 to $4,999"
divorced,yes,34.0,pretty happy,"$3,000 to $3,999"
separated,,57.0,pretty happy,"$6,000 to $6,999"
married,yes,66.0,very happy,"$7,000 to $7,999"
widowed,,80.0,very happy,"$15,000 to $19,999"
never married,no,52.0,pretty happy,"$8,000 to $9,999"
never married,,45.0,pretty happy,
married,,37.0,pretty happy,"$25,000 or more"
married,,67.0,very happy,
married,yes,46.0,pretty happy,"$25,000 or more"
never married,no,28.0,very happy,"$3,000 to $3,999"
widowed,,50.0,pretty happy,"$25,000 or more"
married,,56.0,pretty happy,"$25,000 or more"
married,yes,39.0,pretty happy,"$20,000 to $24,999"
never married,,41.0,very happy,"$20,000 to $24,999"
married,,34.0,pretty happy,"$25,000 or more"
never married,yes,22.0,pretty happy,"$25,000 or more"
married,,70.0,pretty happy,"$10,000 to $14,999"
married,yes,40.0,very happy,"$8,000 to $9,999"
married,no,34.0,very happy,"$25,000 or more"
married,yes,51.0,very happy,"$25,000 or more"
never married,yes,22.0,pretty happy,"$1,000 to $2,999"
divorced,yes,47.0,pretty happy,"$25,000 or more"
married,no,27.0,pretty happy,"$25,000 or more"
married,yes,36.0,very happy,"$25,000 or more"
married,,66.0,very happy,"$25,000 or more"
never married,yes,53.0,not too happy,
married,,41.0,pretty happy,"$25,000 or more"
never married,no,35.0,very happy,"$5,000 to $5,999"
divorced,yes,41.0,not too happy,"$25,000 or more"
never married,,19.0,pretty happy,"$20,000 to $24,999"
never married,,27.0,pretty happy,"$5,000 to $5,999"
married,yes,70.0,pretty happy,"$15,000 to $19,999"
separated,yes,63.0,pretty happy,"$7,000 to $7,999"
married,yes,32.0,very happy,"$25,000 or more"
never married,no,40.0,not too happy,"$10,000 to $14,999"
never married,,56.0,pretty happy,"$3,000 to $3,999"
married,,43.0,pretty happy,"$8,000 to $9,999"
widowed,yes,64.0,very happy,"$10,000 to $14,999"
married,no,48.0,very happy,"$25,000 or more"
never married,no,32.0,pretty happy,"$6,000 to $6,999"
married,,89.0,pretty happy,"$3,000 to $3,999"
married,yes,44.0,pretty happy,"$25,000 or more"
never married,,34.0,not too happy,"$15,000 to $19,999"
divorced,yes,37.0,very happy,"$25,000 or more"
married,yes,56.0,very happy,"$25,000 or more"
never married,no,39.0,very happy,"$25,000 or more"
separated,yes,63.0,,
married,no,33.0,pretty happy,"$10,000 to $14,999"
married,yes,20.0,very happy,"$10,000 to $14,999"
never married,no,27.0,not too happy,"$10,000 to $14,999"
never married,yes,38.0,pretty happy,"$20,000 to $24,999"
widowed,yes,68.0,very happy,"$5,000 to $5,999"
divorced,yes,33.0,very happy,"$20,000 to $24,999"
married,yes,25.0,not too happy,"$20,000 to $24,999"
married,yes,27.0,very happy,"$4,000 to $4,999"
married,,29.0,pretty happy,"$25,000 or more"
married,yes,45.0,pretty happy,"$8,000 to $9,999"
separated,no,38.0,pretty happy,"$10,000 to $14,999"
divorced,yes,37.0,pretty happy,"$8,000 to $9,999"
married,yes,66.0,not too happy,"$25,000 or more"
divorced,yes,43.0,pretty happy,"$3,000 to $3,999"
married,yes,59.0,very happy,
divorced,,41.0,pretty happy,"$4,000 to $4,999"
married,,42.0,pretty happy,"$25,000 or more"
never married,yes,22.0,pretty happy,"$8,000 to $9,999"
married,,31.0,pretty happy,"$25,000 or more"
married,no,45.0,not too happy,"$25,000 or more"
widowed,yes,70.0,very happy,"$10,000 to $14,999"
married,,38.0,pretty happy,
married,no,57.0,pretty happy,"$25,000 or more"
married,,72.0,pretty happy,
married,no,61.0,very happy,"$25,000 or more"
married,,51.0,very happy,"$25,000 or more"
never married,,22.0,pretty happy,"$15,000 to $19,999"
separated,yes,37.0,very happy,"$25,000 or more"
married,yes,45.0,very happy,"$15,000 to $19,999"
divorced,no,49.0,pretty happy,"$8,000 to $9,999"
widowed,,54.0,not too happy,"$25,000 or more"
married,,28.0,very happy,"$25,000 or more"
divorced,yes,32.0,very happy,"$3,000 to $3,999"
married,yes,56.0,pretty happy,"$15,000 to $19,999"
married,yes,30.0,very happy,"$20,000 to $24,999"
divorced,,83.0,very happy,"$1,000 to $2,999"
married,,29.0,pretty happy,"$15,000 to $19,999"
married,,70.0,very happy,"$20,000 to $24,999"
married,,32.0,very happy,"$5,000 to $5,999"
widowed,,61.0,pretty happy,"$4,000 to $4,999"
widowed,yes,78.0,very happy,"$10,000 to $14,999"
divorced,yes,39.0,pretty happy,"$20,000 to $24,999"
married,,39.0,very happy,"$25,000 or more"
married,,60.0,very happy,"$25,000 or more"
married,yes,38.0,pretty happy,"$25,000 or more"
married,,59.0,pretty happy,
married,yes,38.0,pretty happy,
widowed,,69.0,very happy,"$20,000 to $24,999"
married,yes,46.0,pretty happy,"$25,000 or more"
married,,38.0,pretty happy,"$25,000 or more"
never married,yes,24.0,pretty happy,
married,yes,62.0,very happy,"$5,000 to $5,999"
married,yes,60.0,very happy,"$25,000 or more"
divorced,yes,39.0,very happy,"$10,000 to $14,999"
never married,yes,24.0,pretty happy,"$10,000 to $14,999"
divorced,yes,61.0,very happy,"$7,000 to $7,999"
married,,32.0,pretty happy,"$25,000 or more"
married,,35.0,very happy,"$25,000 or more"
never married,,26.0,,
never married,,25.0,pretty happy,"$10,000 to $14,999"
never married,,59.0,pretty happy,"$5,000 to $5,999"
never married,,46.0,very happy,
separated,yes,,pretty happy,"$6,000 to $6,999"
divorced,,57.0,pretty happy,"$8,000 to $9,999"
married,no,64.0,pretty happy,"$25,000 or more"
never married,no,72.0,pretty happy,"$20,000 to $24,999"
married,yes,67.0,very happy,"$20,000 to $24,999"
married,no,33.0,pretty happy,"$25,000 or more"
never married,yes,23.0,pretty happy,"$20,000 to $24,999"
separated,,33.0,pretty happy,"$25,000 or more"
married,yes,59.0,very happy,
divorced,yes,60.0,pretty happy,"$25,000 or more"
married,,77.0,very happy,"$25,000 or more"
married,no,52.0,pretty happy,"$25,000 or more"
married,,55.0,very happy,"$25,000 or more"
never married,yes,37.0,very happy,"$15,000 to $19,999"
never married,yes,45.0,pretty happy,"$4,000 to $4,999"
married,,34.0,not too happy,
married,yes,35.0,not too happy,"$25,000 or more"
never married,,35.0,pretty happy,"$6,000 to $6,999"
never married,yes,47.0,not too happy,"$4,000 to $4,999"
separated,yes,24.0,not too happy,"$10,000 to $14,999"
married,,28.0,pretty happy,"$25,000 or more"
married,no,57.0,very happy,"$25,000 or more"
married,,44.0,very happy,"$25,000 or more"
widowed,yes,75.0,pretty happy,"$20,000 to $24,999"
divorced,yes,58.0,pretty happy,"$25,000 or more"
married,no,49.0,pretty happy,
never married,yes,22.0,very happy,"$25,000 or more"
married,,44.0,very happy,"$25,000 or more"
married,,48.0,pretty happy,"$25,000 or more"
married,,23.0,not too happy,"$20,000 to $24,999"
widowed,,56.0,very happy,"$7,000 to $7,999"
never married,no,25.0,pretty happy,"$25,000 or more"
widowed,,78.0,pretty happy,"$15,000 to $19,999"
married,yes,37.0,pretty happy,"$25,000 or more"
married,no,60.0,very happy,"$10,000 to $14,999"
never married,yes,30.0,very happy,"$10,000 to $14,999"
never married,no,21.0,pretty happy,"$25,000 or more"
widowed,,65.0,very happy,"$10,000 to $14,999"
married,no,64.0,pretty happy,"$25,000 or more"
married,yes,31.0,pretty happy,"$25,000 or more"
married,,64.0,pretty happy,"$25,000 or more"
married,,39.0,very happy,"$25,000 or more"
never married,,29.0,pretty happy,"$25,000 or more"
separated,,57.0,not too happy,"$20,000 to $24,999"
married,yes,35.0,pretty happy,"$25,000 or more"
never married,,22.0,not too happy,"$25,000 or more"
never married,yes,35.0,very happy,"$25,000 or more"
never married,,43.0,pretty happy,"$25,000 or more"
divorced,,35.0,very happy,"$25,000 or more"
widowed,yes,70.0,pretty happy,"$10,000 to $14,999"
married,,49.0,not too happy,"$25,000 or more"
never married,yes,21.0,pretty happy,
married,yes,34.0,very happy,"$25,000 or more"
married,,34.0,not too happy,"$20,000 to $24,999"
divorced,yes,33.0,not too happy,"$5,000 to $5,999"
married,,31.0,pretty happy,"$25,000 or more"
divorced,yes,50.0,not too happy,"$25,000 or more"
married,,48.0,not too happy,"$25,000 or more"
married,no,46.0,not too happy,"$25,000 or more"
married,,36.0,not too happy,"$25,000 or more"
married,yes,34.0,not too happy,"$15,000 to $19,999"
married,,22.0,pretty happy,
widowed,yes,71.0,not too happy,"$8,000 to $9,999"
never married,yes,37.0,very happy,"$15,000 to $19,999"
widowed,,67.0,pretty happy,"$7,000 to $7,999"
married,yes,61.0,very happy,"$15,000 to $19,999"
separated,yes,50.0,pretty happy,"$15,000 to $19,999"
married,,49.0,not too happy,"$25,000 or more"
divorced,,65.0,not too happy,"$15,000 to $19,999"
married,yes,39.0,very happy,"$25,000 or more"
widowed,yes,80.0,pretty happy,
widowed,,47.0,very happy,"$25,000 or more"
divorced,,61.0,pretty happy,"$25,000 or more"
never married,,54.0,pretty happy,"$7,000 to $7,999"
never married,,28.0,very happy,"$15,000 to $19,999"
never married,no,59.0,pretty happy,"$25,000 or more"
never married,,25.0,pretty happy,"$25,000 or more"
married,,77.0,not too happy,
never married,,33.0,pretty happy,"$10,000 to $14,999"
never married,yes,43.0,pretty happy,"$8,000 to $9,999"
never married,yes,23.0,pretty happy,"$15,000 to $19,999"
married,no,20.0,pretty happy,"$10,000 to $14,999"
never married,,28.0,not too happy,"$10,000 to $14,999"
divorced,yes,36.0,pretty happy,"$7,000 to $7,999"
divorced,yes,36.0,not too happy,"$1,000 to $2,999"
divorced,,30.0,pretty happy,"$7,000 to $7,999"
married,,44.0,pretty happy,"$10,000 to $14,999"
never married,,37.0,pretty happy,"$25,000 or more"
